Text,Sentiment
svm come approx sv price swing straddle option h svc si miner gain exposure sv dsv hdge,1
znga zynga close timonium video game studio broad consolidation feb : tick post   ong znga,1
pzza sell big high volume   close.then announce restatement.market rigged??nahhh  ,-1
mon si decline downward trend support weakening dma curl  ,-1
aap surprise apple lower I mean low,-1
nfx    . sell short,-1
aap apple support far user  ,-1
nis time run high break descend line  ,1
trade idea   tif psn o f short  ,1
apa perfect demark sequential buy today .. start long yesterday  ,1
gmc watch o flag   ,1
hban huntington bank aunche spartan debit card michigan state niversity fan ong beat . stop loss .,1
transport pretty strongly morning jbht ks np agt,1
bac home sale vey good :)  ,1
aap I prefer hit early start long climb ...,1
aap min evening star reversal potential downtrend resistance   ,-1
overall market   aap .. goog pop,1
southern comfort tasty oop I mean scco jjc   ,1
user iswe I like fs .. different sector look good,1
nkd deliver knockout punch short fight beast  ,1
ddd let break . hold today resistance level,1
aap innovation dead good selling computer ipad mini release //   iwatch itv,1
buy c today,1
aap historically release significant new product yrs ipod // iphone // ipad // ipad mini //,1
cat major thorn today I short,-1
user tjx stop loss . beat .,1
x nited states steel corp option trader bet k . expiration  ,1
v look swing trade long base high  ,1
cf min o trigger early   ,1
aap timmy cook investor meeting . ...,1
pcn booking acceleration drive multiple expansion forward  ,1
user znga wanna day ema cross sma confirmation entry trade,1
equity alpha qcom long watch new chip internet appeal b o   . tgt .   ,1
watch cme today possible breakout,1
spw solar showing sign fatigue   sunpower yes solar  ,1
fio reversal,1
tjx stop loss . beat .,1
aap massive volume,1
aap right I hate stop,-1
tso I mention matrix lot today I nice flag ema bounce  ,1
user new jersey nevada egalize online gambling good news zynga   znga,1
txn watch list line volume day   average  ,1
gevo gevo ndervalue spec play arge short interest trading cash value  ,1
user   somebody explain I aap user board good snake oil salesman world m- m yr,1
user cape   bloomberg permanent holder aap   I miss buy return div yr yr,1
user bi furcate market rule day .my friend ms wmt tgt dt pp,-1
aap away ignore wall street want complain stock,1
mpc marathon petroleum option trader bet . million july million dollar payday  ,1
aap   sure like,1
aap pressured fill gap area,-1
user tjx stop loss . beat .,1
ove price action far consider tension volatility ... goog nkd strut long,1
aeg min o overlaid ema cruising high   ,1
I want sell nkd I chat instead reverse jinx ... feel like,1
hban huntington bank stop loss . ater beat .,1
vz flinch .... new utility choice,1
world wait apple remake television industry netflix beat punch aap nfx,1
user aap finish green I predict .... I agree,1
cee user overbought   ,1
user goog aap ... look like male peacock aap x volume x market cap,1
cee min o update nice trigger early :am   ,1
user aap I miss actual reason movement downdraft,1
wait big rotation profit taker vapour ware aap   div high eps low p e,1
qco pick long term position,1
user .. buy dip - dip aap,1
aap ready I big come triple,1
fs nice trading peep trail hammer fully form   ,1
aap market   hate ow p e high eps debt hge profit .. wrong imho,1
ana buy mar long position,1
jet sell +. profit  ,1
user user bac u buy   yep position,1
pretty soon share purchase offer bk.a pcn app market nomorevolume,1
wow invn beating today ...,-1
chear aap holic allot bull got butcher goog,1
gpn need interest rate rise hope money earn float business model folk,-1
soon gpn need start offer groupon stock,-1
user aap earning hope flush   gs conference hope flush   annual meeting hope flushed out.= time buy imho,1
jcp ceo tinker new idea home bring customer patient till wipe,-1
user shd operate retail store jcp big difference sear bad need retail store,-1
aap interesting ppl blame c o   heggie dark_pool stock price public little anybody,1
g year revs + ep + vs,1
ddd xone ssys pb d printing big thing tell I,1
great article aap   : split I pitch year  ,1
owere price target gpn -,-1
aap use s. korea mean death   kinda like korean,-1
split adjust ... kansas city ailroad cent today time high short aap goog hmmm,1
tif look good.still need break resistance level  ,1
position great today aap o/,-1
nyse d remain strong nyx nya nyc spx djia  ,1
quietly grind high ton product jah jaden corp come wow  ,1
look fcx hold support  ,1
fom break neckline measure target nearly .  ,1
czo nice look sqqq tqqq spx spxs spx sdow po straddle option swing trade oi price gas,1
jcp j. c. penney tgt citigroup tgt jpmorgan follow earning short jcp,-1
user like v ook bullish need little volume lift  ,1
swhc g like swhc pm volume low nice .,1
ddd premarket ... I wonder buy share I . ....,1
watch list gap open volume average day   ,1
amzn alert update hard play I consider add,-1
wen nice eady sprint new high,1
spw come love return   significantly fs cover summer,1
nice nkd bear short day sun -.,1
ssy fundamental matter ... head income sale mil net inc pe stock doubt,-1
infi watch list line volume far light today  ,1
cbmx happen fast . . ot quick miss . run watch,1
ddd possible ish,1
df look bullish ong beat . stop loss .,1
long yhoo . daily setup look great pass  ,1
aap likely nice batch new product hatch  ,1
exh watch list line volume average day   ,1
ffch watch list bit lien volume average day   ,1
jcp time user pound balance sheet cash issue,-1
anik try head higher .ish poss,1
good strong follow early today bby   dndn    poise set  ,1
breakout yhoo high level   type home office,1
ddd pick half position,1
ng ng_f   natural gas weekly supply low point yr   -. week yr    xco eca,1
pcn possible short gap close hold,-1
pcn cover .ish leave piece gap close stop,-1
pick spy   . follow esd gs tell,-1
pcn final tgt . . stop,-1
ticker actually stop aap,1
jcp piper target I think,-1
wen ho hum new week high spy dia,1
user come nkd oomph technical term,1
mako watch list line . volume ave day   ,1
user catch breath   watch dnkn,1
cmg creep ma long term trend  ,1
snt approach wk high,1
c perfect follow day ...  ,1
ma struggle vol resistance year watch close long position   ,1
pk new high,1
bac new high day :),1
fcfs easy look q income datum  ,1
user know option strike einhorn aap crush news,1
ddd work d design software today click layered object   d graphic d printer create amazing stuff,1
yhoo try break hod,1
hd bust hod,1
aap buyer seller m share   hour,1
dn try long .,1
long csod anticipate breakout like space,1
dn mtg gnw window dress surprised reversal tomorrow   spy dia qqq,-1
invest trade hf jcp step aside let elephant battle collateral damage,-1
buy znga   . ike break sma yesterday online gambling legalization  ,1
affx strong pos,1
yup user bac jpm   easone innuendo speculation crap mayo ashame,1
aap look channel hug day outside big pop drop  ,1
aap tell yesterday buy I buy I truck,-1
"jcp x ratio spread buy , p . sell , p . low oi opening position",-1
jcp think roll eod chance bankruptcy cash balance low avail c line low,-1
buy / position ssy   . earning monday  ,1
remind I tgt jcp ackman buy option jcp big trouble fund redemption come imho,-1
groupon jcpenney hit mkt today   gpn   jcp,-1
g beat invest gun   swhc,1
isg margin ... craziness market close spy dia qqq break mon high,-1
user user aap . m trade close l lot seller   broad sell buyer big drop look   isrg,1
wow isg probe literally lol regulator,-1
user gs text book trendline break intraday   ,-1
having work eric efkofsky I count dude work magic tough situation gpn,1
like good time rehash post work eric efkofsky ...   gpn,1
gpn mason boot probably good news company come public solve problem biz tho ...,-1
   elephant hunting isg pcn amzn point figure review high risk define loss w opt  ,-1
china natural gas drive cut oil demand tenth euter    ng ng_f xco chk eca sd cog kwk p,1
   isg update feb th video review .. close low come soon  ,-1
market wrap video addition watch ist   include aiz cbmx cdx man mdso ndaq,1
hd nice entry I look stock short position,1
user build position znga ooke add pullback ignore volume story  ,1
aap apple stong support area critical price,1
user hell yes :) yhoo,1
I nice day swy I pig wild trade time big   wait ..,1
scco double sma turn  ,-1
nfx mar c mar th expiry tos fire bid . x . sorry folk bot  ,1
nvda nvidia tegra benchmarke crush competition  ,1
user gevo beginning new uptrend  ,1
today game hf icahn team maybe little bit gpn memory andrew,1
tek sleep giant day soon booom target .-+,1
nfx exclusive streaming right hunger game,1
sd ammo help fire tom ward need imho ... unfortunately shareholder expense ng,1
infi watch list gap line vol ave day watch  ,1
ce try stay . need followthrough pattern fail,1
amtd look bounce sma,1
sqnm try bounce need volume,1
cdx watch list line volume ave day   ,1
gmc like continue hold volume day  ,1
nice day kick nasdaq boy   nfx bby gmc green,1
aap break support heavy volume share insight video   ,-1
notable s open general market heavy,1
aap break important level   ,-1
ce long . . target . -.,1
user ook green I plus I buy . today ddd,1
elephant gun ... i'm hunt aap I shoot ... I close,1
bac marketmaket lot   short seller today till march imo,1
nsph peel .,1
kex awesome . . nice score nice profit share sell buy .,1
aap self serve tweet aap continuous slide w tc ceo spend d hyperdrive talented people work w jony ive,1
hhc sell m residential lot summerlin vegas .... jan feb m,1
nsph try gap,1
aap user fed new yr low today apple   . .,-1
"math hhc sell condo unit hour hawaii dec avg sqft avg , sqft condo . m /unit project",1
add short bws portfolio I think year estimate high,-1
bac big volume today big boy involve I,1
bac today weekly opex   pin . . week high   approach march th stresstest imo,1
aap oversell,1
equity alpha aph look awesome   break . great jan earning good consolidation tgt  ,1
nkd kiss hello ... I golden god,1
yhoo bullish breakout confirm expand volume  ,1
vmc macd slow sto turning oversold ... emc buy w/ mil float j o  ,1
nsph look like possible . ... pos,1
user funny aap bull,-1
yep nice ... w/ open  ,1
way I love aap I love aap I love aap I way I hate apple I hate apple I hate apple tradingwithoutaplan,-1
yhoo probably couple month ... sideway reality,-1
gmc break bullish macd crossover  ,1
aap new yr low today apple   . .,-1
jcp real estate worth buy big box space today market,-1
come fly I let?s fly let?s fly away al,1
vs swing trade quick pick vegas sand vs  ,-1
aap loading jan strike   option price share,1
qcom vs qqq elative strength  ,1
affy gmx goog nva thd mack stock poise breakout story user  ,1
ooke short gdx production company look h sa iag ... short thesis   wld greatly appreciate,-1
nwinde world widely hold position pretty stdy aap identify hedge fund hotel,-1
user user h iag short list sa I know ty look cash flow h burn abt mm q,-1
vxy ong bpop snort ... s week vxy new high index,1
aap smile friday eod ast time tim cook talk apple stock drop  ,-1
aap close today .... s good great bear,-1
I wonder affy bankrupt change management I mean drop stock price lawsuit,-1
aap bearish macd crossover,-1
aap bad news keeps come rain pour pay dividend damnit,-1
hold aap mar weekend intraday rally got sell ook like poop   ,-1
gap fill doubt hold aap ndx compq spx toaster apple  ,-1
aap hold current position weekend   ,-1
ackman pi classic example mm firm work year momo favor yourwelcome,-1
vs weekly sorry sucker bearish bat resistance   ,-1
profit today mar .c oi point high gdp m float short love .,1
user gevo   thank sharing great article,1
whisper expectation swhc  ,1
aap getting unjustly punish cash good problem I love iphone happily trap ecosy,1
aap     capitalize big picture high time frame weekly macd  ,-1
ppg like pretty low risk reward short opp   stop volume resistance.st tgt gap fill  ,-1
time affy problem drug,-1
amzn short idea  ,-1
cat short idea  ,-1
cme long idea  ,1
csod long idea  ,1
wynn short idea  ,-1
sm break upper channel resistance line fresh week high high volume ooke continuation,1
deck bullish breakout expand volume.a expect long . hold  ,1
mygn sell stop friday low limit short near  ,-1
eview open position stock   aee asgn gmc goog htz nkd po swi v,1
stalk ise channel fi pullback happen . buy . stop  ,1
stalk xx watch break .  ,1
bsx weekly meeting  ,1
   spy iyt fdx ps close examination transport market prev vid  ,-1
ev financial .   ,1
ovi   volume return buy downtrend line    ,1
tough loss ... msg look good knick  ,1
bac daily triple ;) bullish lose support short  ,1
bac bullish harmonic  ,1
bac min bullish harmonic w fibs   ,1
user user I long msft week I bearish msft bull market I close week,-1
h great risk vs reward stop fib .  ,1
ong nike nke ange esource c   h t nike user,1
short idea   lead miner fcx nem iag cf paas bid aap eyeing extend trade able,-1
chromebook ... future ...   goog aapl,1
shd time kmart sear people,-1
ko axp wfc ibm warren buffett launch giant hunting  ,1
automatic cut start today european crisis bad bad ssys ddd xone pop anti austerity hype stock,1
byd horrible quarter pretty decline board   borgata expect location decline revs ebitda,-1
user aap   . premarket know zeo stop I m buy,1
opening momentum watchlist kex chtp thd dcth ziop znga s vmw xone acad spt,1
aap hmm I word fan boy girl hate,-1
divi approval fed likely user post night bank america bac  ,1
ppo gm estimate y y unit growth volt k great headline ppo build capacity k+ bad margin /,-1
ppo actual s volt leaf tell different story mgmt feb leaf sale m m unit /,-1
dcth strong start,1
ta swing friday :) watchlist  ,1
user goog x aap shortly I split stock x accurate penis measurement,1
today watchlist shot stock mtg itmn anac oww dmnd,-1
csod blue sky breakout today  ,1
user aap tell I I explain wife I lose k good cie world tx ~share figure,1
nkd I golden god fight I  ,1
goog pt come soon,1
stem start climb,1
isis leg high,1
watch pcyc look high,1
po continue recover need volume upside sustain  ,1
hn avg volume   ,1
dcth volume st tgt .,1
aap m share goog m share msft .b share close share price goog aap msft,1
szym like start need . vol,1
gdx yr low think forecast long term gold gd h iag getting hit hard today bubbleburste,-1
aap trading / share plus cash,1
odp buy . -.,1
aap leg ish,-1
dk watch list lien volume day average  ,1
csod dva let gas morning,1
bull day ed obin gourmet burger gb   gb mcd wen,1
csod beastmode,1
byd gear leg high,1
hi catch I user today : p et break jcp update terry vs. martha m mso app jcp tgt,-1
z zillow watch list line continuation volume average day   ,1
aap nxt tgt,-1
aap close / position ride half    ,-1
user fund mgrs seller right clear aap downtrend early seller   worm ~should start oct,1
behave today market action pfe,1
aap pull trigger jan sell thursday   . ong game,1
pfe street asleep I want commentary,1
amzn goog cm high nq_f turn green,1
aap dip b buffett tell cook ignore cash complaint buy stock   aap,1
byd possible bounce zone,1
equity alpha ike ibm break trendline resistance . retest earning high    ,1
equity alpha watch pep start ooke . couple week   ,1
user aap goog etail stuck hold google bag like aapl google sucker high / vol=   fast fall,-1
ffiv look   quick support especially spy lead way,-1
.user cook fine aap people skeptical chamber csco market prescient,1
user tour de aap gap fill   ast gap hope fill,-1
user aap min green m candle day low vol day  ,-1
user aap apple big buy follow announcement pretend adult charge   aap,1
"green daily triangle mh, .... scale  ",-1
byd start work . stop,1
user spy hg_f c_f fcx breakdown suggest softe global economy   pull spx  ,-1
pcn look hold,1
isis peel .,1
follow mbi conservative fair value ... realistic ... settle w bac soon fast,1
user aap I sure equivalent mercede size loss career I till come,1
thd finally,1
bby I short squeeze start ...,1
isis look . tgt,1
vx time high good volume want sustained  ,1
aap long buy,1
aap th consecutive day trendline multi year trend break short long,-1
ssys statement cash flow secret mention operational cash cc analyst ask cash flow q&a oh,-1
dcth finally ... .,1
swft watch .,1
like look mchp nice entry probably write overnight,1
s break intraday bollinger band c&h hold resistance- watch intraday b o  ,1
look idcc behave break bullish macd crossover   ,1
user: delta aap goog today possible soon goog : split comparable / vol,1
"ed weekly triangle jb, .... scale p  ",1
wfc bac c dark horse week come   lead,1
user aap trader attract round number like   sure stock trade computer,1
user aap simplest answer   right occam razor apple south buyer turn sort,1
buy aap cheap year .. . div,1
massive sell aap geat,-1
amzn flag today buy close hold overnight close,1
user aap google hit yr rally year time frame x jan,1
ms morgan stanley option bull bet . million july  ,1
user goog x aap hit tomorrow prob / check fact aap .x goog +x vol,1
bac solid buying eod,1
geo profit +.  ,1
hd break hold new time high  ,1
m break heavy volume bounce nicely fri close  ,1
aap leveraged buy cash hand low earning finance .. bank big,1
user aap I sure hope p dept monitor sentiment ipo company care app,1
user wait number insight app,1
app goal ebitda margin dov dude focus sale lot bacon,1
nfx current plan bby app app amzn kindle evernote hootsuite whatsapp idg.to kobo,-1
es_f interesting parallel apple aap bubble fed bubble aap peak th phone.fed peak th qe,-1
user dis eye disney ... knock door  ,1
anth today great entry point huge insider institutional buy recapitalize high target price ong,1
dividend pay guru stock sizemore insight   adm chk jnj hnz wfc dva bby,1
user aap motley fool apple k b goog cnbc aap .x stock imho,1
e competition egulator fine msft end mar break promise offer rival browser win os nd fail comply,-1
aap hold weekly,-1
ed daily triangle tpm ...... open ong .  ,1
user aap pig fly user slag tc listen shareholder buy nfx twitter   bper wk stock,1
aap people think ips big small watch think dick tracy micro size,1
new blog post followup yesterday watchlist- ots mover   dva csod s dxj hd axp csx bac oih bby,1
aap surprised retest level new resistance week   ,-1
vng ugly like time buy . . start entry buy tomorrow,1
aap ugly like time buy start entry buy tomorrow,1
isis open . . easy . cent trade,1
evc buy today th time high major fund medium play buy target easy .,1
user bet aap right ather bet aap week low vapour ware time high .. poof,1
set I like tomorrow   znga box fb vmw gdot w set I like   ,1
ong idea mchp tomorrow  ,1
user aap trade watch iwatch watch actually iphone  ,1
market wrap video addition watch ist   include cyh dgit ewbc   ng pkg,1
"bac ,   , hour ... somebody know",1
believe gm lead mrkt recent action positive dia spy dji spx  ,-1
like john conservative user app aim open new store year   step fi,1
oxgn stock majort support . range rebound hard .,1
user aap   point delist nas duh   currently   nasdaq world,1
   jan th post video aapl .... change ... careful ...   ,-1
trade idea buy jive   . target cut .  ,1
aap fib retracement low . . .  ,-1
cyn flag break .  ,1
  . need rest  ,1
... cloudy big gap vmw   hammer    ,1
contralert panic wall street crazy student oan -- bubble   sm,-1
znga entire body day average today time,1
aap fly shelf ..  ,1
gdi breakout huge volume ook ready test high  ,1
swft flag high watch break . volume  ,1
watch ad upside breakout .   ,1
znga want breakout . short term resistance  ,1
aap buy m share b save b yr div payout discount share price + value increase shareholder win win,1
user vz . million million phone sell aap strong period sale fie ceo,1
look ill average aapl,-1
aap buy dip today app trade day doctor away trade range today,1
nkd rest stock soar new high   ,1
ceg exactly want stock base consolidate new high   ,1
hd patience pay break new high   ,1
oy worth eyeing keeping watch list  ,1
cpw flirt new yr high pre market,1
watchlist today ttnp snta imm fm oex dcth,1
vhc   breakout watch .  ,1
"anth + prem hode ong average tp , huge institutional insider buy previuos week",1
e   ready break key resistanec  ,1
swhc hold share buy . june play sell mas yesterday soon,1
I short asna .,-1
acx watch .,1
v nice clean close near bullish  ,1
user goog feel ot like aap .feels overextend cation afraid ow k vol,-1
ndaq trigger penny yesterday continue bit today volume day   ,1
whisper expectation f  ,1
aap dead predict I hope premium low,1
anger boil miss nfx short gap today chase,-1
long little tp,1
bac entry long imo ot volume .,1
aap lotto week,1
for sca nkd champ %+  ,1
s late target increase energy focus activist investing investor cash oxy  ,1
stem continue possiby bounce anth upgrade,1
moving high consolidation earning pop  ,1
n oad hf blow imo,-1
nkd mild divergence creep arguably ease mid long term rock solid  ,1
joe hold . area long term trend endanger  ,1
nan like daily intraday setup try .,1
user aap know extremely bullish day market apple biion,1
axp boom sha ka laka user  ,1
ctgx rally smartly support strong breakout today surprise follow  ,1
po work need volume high  ,1
aap fall ready leg,1
long s small fnp nke c mchp day,1
wfc ho hum   giddy eady sprint new high bac need clear . resistance,1
ac tighten stop .,1
aap higher european close .. imho,1
cee want . I think time imo,-1
zot sell . share I buy mar .,1
aap hat user drop blood yesterday split,1
s leg up- position red yesterday green,1
cee hit fib level .,-1
I need liste little devil shoulder mtg   . lord help I lol,1
oh cee ....,-1
user user   old technology expensive .market aap ~think nano phone watch dick tracy rolex,1
mbi stick .ish I bullshit,-1
cmg travel kalamazoo mi friday : place growth hope company eshorte  ,-1
aap iphone watch like ..  ,1
user aap wonder jump short wk low   hardly smart short low long high,1
cmg necessarily kalamazoo town like kalamazoo buy burrito value like I,-1
aap ppl buy android cause cheap phone wear like watch cool   game changer   think big,1
help brother buy bgs aap yesterday f week cash free dinner I hot,1
lot good idea earl aap invent tablet introduce right   goog glass smartphone glass perv device,1
user ax look good high price gap base hold update min view  ,1
user aap wow time doug kass umour einhorn umour let hod rumour d,1
quietly ibm nice run value lie transformative nature fall  ,1
stop remainder position,1
aap   finally --- run,1
wfc sb culprit weakness bowe . target,1
user aap rally imo great I sell ap puts money mouth,1
user suddenly everybody bullish aap hear people aap yesterday month,1
user rotation aap everybody aap cat,1
small weekly position nfx,-1
eason I journal ... pivotal moment market   new blog post dia spy aap nkd,1
nfx daily green dot buy yesterday target overbought oversold positive  ,1
mtg wait pull trigger,-1
flagging add position .,1
aap trap work qick snap dead bull bear imho,1
shot msft   .,-1
aap I imagine bear jump .. . minute,1
user aap like firing ceo investor panic stock price good co profit sale,1
cee mother faacker,-1
user aap price volume volume key   m+ action I stand short,1
user goog ripe short   look %- drop happen second goog low vol,1
tab look like break fall wedge  ,1
equity alpha user f look like bottomed ready break look   ,1
enoc need catalyst thx szaman pay attention   ,1
equity alpha infa fav short opp growth year high valuation short .   ,-1
mtg bagholder,-1
user tool macbook phone etc I imagine time toy aap ipod- toy iphone= itouchw phone ipad big itouch,1
bac imo . question day,1
aap smartphone mini ad app want wear stuff pocket .. think sii v comand,1
user user aap   goog glass rumor.gglass s phone glass perv alert woman hate  ,1
I short asna fail . worth wait,-1
"user curse goog raise target ,k currentlyaap trade fyi     stock price dick size lack",1
aap goog skynet trading right lockstep pm exciting,1
kkd yummy yummy doughnut ong .,1
vz ook like day win streak,1
aap probably small fadethen pop finish I think .. green today   tomorrow .. know,1
long cross . fibonacci evel short valid intc,-1
user aap treadmill stock dare I place lot people bet friday,1
cpss yup I :) nice stocastic cycle  ,1
eade stock early day es_f push higher elative weakness strong day soda spw qcom fb aap bid,-1
jmba watch list volume ave day slightly line   ,1
user aap cover / +. . . good buy minute,1
everybody know aap   tc vey little regard stock price pray skynet gs,1
shot mtg   .,-1
bot aap dead cat bounce free fall continue friday,-1
come mtg harlem shake,-1
user jcp ya think bounce news gpn agree die business account,-1
cie geady south  ,-1
aap strong buy close ..,1
watch soh . short imo,-1
dn mtg think short   specifically dn history huge spike collapse,-1
cost min   ,1
sk check intraday tell I thing ready blow   k share trade minute eod :),1
user aap day wish buy I spend money average yesterday yeehaw,1
dnkn slightly resistance  ,1
user aap think tomorrow .. speak human charge .. skynet,1
nyse hour advanced hci ex epz poe pq edg sxc gti egy,1
swhc starting sunshine bullet   ha lol,1
mtg mgic investment commence offering m share common stock trading post market high . dilutive news ong mtg,1
shd add short position sear head low ii available  ,-1
pay downgade .... lemme check real quick ... actually pgade notice gap,1
user brokeinvestor I wrong pullback sii,1
market wrap video addition watch ist   include ao gmc imc iqnt jec sox,1
twx wait entry point,1
aap     bullish,-1
aap internet train apple analyst lose million people money  ,-1
big freakin ht cee ony stock mention   dec video breakout stock :),1
outperform peer week nf ceg pcyc n mwiv gw vmi tm nkd goog mpc ads athn cen biib midd msi,1
tab break fall wedge pattern short term sentiment turn bullish   ,1
nvda macd indicate current short term price trend bullish.breakout watch .  ,1
aap sharing I add short position yesterday video  ,-1
bac factory datum I expect slight pullback entry point b run .,1
bac finally buy bofa know   hunch,1
aap     apple introduce iphone ipad april  ,1
nvda watch break .,1
aap nice rally rumour,1
amtd td ameritrade massive block upside past week  ,1
kex strong start,1
bac week . ...,1
enoc good start like,1
cnq nice start need vol,1
user user fail money aap buy low sell high fyi sell high buy lower .. ;),1
vsat interesting . signal attempt recent high near  ,1
user ast year cash announce march monday expect march year aap today,1
ddd follow nicely yesterday downside,-1
bac stressesult tomorrow .pm et dividend follow catalyst,1
apa insider stare buy macro imo ... patience   ,1
join party user nke position rip today   look ready  ,1
pay awesome action volume break . mark key pivot point,1
hs watch possible bounce . pic.twitter.com/adwjrdne,1
bac week lot play,1
aap break hold,-1
I open position .  ,1
isg decent vol bounce day trend hold short,-1
save continue run time high sight budget airline analysis fall  ,1
ddd thinking add,1
wag nice short .  ,-1
wag nioce short . cent,-1
short wag   .,-1
enoc .ish final tgt stop,1
enoc come push close final destination,1
zot good entry fib level . current support .,1
watch . exp ahead expect earning beat week  ,1
czo . volume good,1
luck bt current target,1
vvs work peel,1
dst shoot I gata shot jpm,-1
user aap tc job manage stock   job mng stock .. mng co yes stock   little co.,1
fod nice pop pos,1
es_f danger stall d day week index exactly bullish behavior nkd sca aap bid,-1
aap minute till europe close buyer :) seller :(,1
user bebe long setup radar  ,1
vsn look pretty,1
user think zot support level mean recent news,1
shoot cat   .,-1
qco close .,1
qco launch pad . cent,1
swi solarwind houston clear tower proceed space  ,1
aap anybody notice decay match slow climb day expiry,1
fod continue act nicely . . potential target zone,1
cat bingo bingo today,1
swhc buy share I sell yesterday .,1
I think nx short . dollar roll  ,-1
wow I fire   I love day swing trade   . nice gain   ,1
user aap cnbc dump comin :) time o,1
wfc k march k april buyer,1
fcx . gangnam style,1
aee short .,-1
tec www.short-term-stocktrading.com mar decent trade tec today  ,1
user nice b o bmy today lot volume pullback confirm  ,1
"goog mind , contract offer apr c temporarily create resistance sell",-1
mtg short .,-1
important day jpm interesting break .  ,1
equity alpha bac brekaout . resistance tgt   . good bank user   ,1
equity alpha twtc look like great short . weak fundie overvalue weak technical   ,-1
user bac ...,1
vvs little stop,1
cat daily overbought day ago yellow eh oversell   ,-1
aee crosse I short,-1
shot aee   .,-1
"ed weekly triangle kwk, .... pdate  ",1
aap interesting skynet b stock . price flux channel hour m+ trade,1
user time stress test result release tomorrow bac gs c jpm wfc .pm et,1
nvda nice accumulation place ... ong strong  ,1
bac fedea eseve beige book ot -- look good  ,1
"green daily triangle mh, .... pdate  ",-1
bac yep . esistance ... :)    nhd,1
bac big boy come buy arge block,1
aap ipad escue struggle american education system  ,1
bac + close,1
mbi break  ,1
"oke oct c buy ,x . vs. oi suspicious money big trade probably open",1
bac c cof giddy lotto,1
bac xf push watchout day possible,1
aeg parabolic ....  ,1
sps buy small position   trade x free cash flow x pe   mgmt buy b stock yrs,1
szym decent setup multiple timeframe volume great,1
bac clear ....,1
interactive intelligence near time high inin  ,1
user user aap jump nano second e beat sure skynet trading,1
xco ~k purchase moment ago,1
stt solid breakout tight base channel   ,1
cm continue nicely  ,1
aap .. de hahhaaha tc buy dell cash like msft aap,1
intermolecular look promise pivot imi  ,1
user bac time stock .xx history repeat -mickey mouse,1
aap look like maybe fade pump close oversell min/ min,1
add weight mtg sorry folk u ur fun hammer time hold night plenty cushion . short,-1
bac volume today huge month big come imo ...,1
user egal eserve ow bank america face big awsuit   big bs bac,1
mtg hold small short pos . swing,-1
goog face fina exchange audit trail bidding  ,1
aap wow skynet hour inside trading,1
mgm ook like ready fill gap,-1
time warner announce plan spin time inc   twx twc,-1
swhc qe kill earning punish ... hopefully matter patience I hold,1
aap good graph mode .. despair head mean ish imho  ,1
user   I aap   k goog ignorance right aap x . share equal basis,1
penney macy martha     oh jcp m mso app ko,-1
gd sv mention day ago god stock oversell imo gdx gdxj gdx jag . gp ay abx fcx royalty tx sw gd,1
sk . print ah baby pop tomorrow share buy euro expansion fast grow company :),1
user user user   I aap   k goog ignorance bliss friend education expensive ;),1
sk mil share buy estimate eps . vs. . year  ,1
time shorty pant csx train esistance  ,-1
jag use trade exchange buyout year ago gd sv imo m&a gdx gdxj space tc,1
sk close   . ah,1
s charm trade long term hold reinveste sdiv ex area m&a dk ed n te,1
market wrap video addition watch ist   include aap bsft end fs jci pq ttwo wgo,1
investor gd sv pa ptm stock gdx gdxj gt gdx ing gggg swc pg pa goo ay h nem aem abx pay sdiv,1
ig ha sb iep ichan ent interest space oo oih co support trading ng ssn tat wti dow,1
goog ice cream sandwich jelly bean popular gingerbread  ,1
sk great day today breakout huge volume ots short congrat member join  ,1
gevo . target short un price action,1
I invest msft I word steve ballmer,1
bsft run gap today pull maybe trade   ,1
end   run space large red candle leave try soon trade  ,1
gdxj bounce pretty good gold stock like vgz god ng silver paas  ,1
trade idea se breakdown nem   target . cut .  ,-1
tab finally start break macd crossover today support high price short term  ,1
axti ndervalued stock.p e x peg .x.no debt million cash  ,1
vhc look interesting.trading ascend triangle pattern w resistance .  ,1
nfx hourly head shoulder formation form  ,-1
user uncapping / nvda / cs c case .k buy know nvidia acquisition umor esurface,1
d line mean nvda accumulate buy  ,1
user ax work nicely form consolidation .  ,1
post ong hold breath   shd de,1
mtg yesterday session today pm entire float trade lol,-1
bac right I eady,1
gmc watch list gap line volume average day   ,1
slowdown petm service troubling look pet company play pet humanization trend   pet woof,-1
nke look good run high  ,1
mcp possible grind .,1
astm like . need vol,1
today watchlist shot stock sa sb ig pb,-1
I buy jcp I love knife catch,1
znga like .,1
user aap barclay price target apple   decline b c profit shr,1
mtg hold short . I think low tomorrow,-1
mtg hold . level good long imo,1
gs nice bullish start position,1
personally I like aap   share imho : split course quickly imho,1
user aap dead ... chase fast money amzn nfx fb big announcement today,1
ooke revesal app . level soon,1
"green daily triangle tc, ..... open ong .",1
"green daily triangle gte, ..... open ong .",1
znga ratio .,1
starter position shd . eady hold breadth year,1
aap break close support target I m   ,-1
user user stock fall explain fast money worry aap grow fast,1
user user aap target   growth maybe +b cash gowth div,1
nfx break neckline w heavy selling volume accompany bearish technical indication  ,-1
fonr share equity research upgrade stockdiagnsotic upgrade,1
aap approach low,-1
infn continue look strong look .,1
nfx monster gap fill sure fill comfortable sit long ...,-1
mcp finally,1
bac come . ....,1
ge lag favorite long I think run dia,1
